model,selected_assets,selected_weights,objective_score,expected_return,variance,volatility,sharpe_ratio,turnover,transaction_cost,budget,selected_count,constraint_budget_ok,constraint_long_only_ok,constraint_fully_invested_ok,constraint_sector_ok,sector_exposures
optimized_baseline,"AAPL, AMZN, JPM, NVDA","0.2500, 0.2500, 0.2500, 0.2500",0.3023510219788173,0.37176168781196894,0.09082133166630324,0.30136577719824664,1.2335895975587632,1.2000000000000002,0.024000000000000004,4,4,True,True,True,True,"{'Financials': 0.25, 'Technology': 0.5, 'Energy': 0.0, 'Healthcare': 0.0, 'ConsumerDefensive': 0.0, 'Consumer': 0.25}"
